name,grade,board_angle,moonboard_year,setter,start_holds,middle_holds,end_holds,rules,is_benchmark
CORONOSCOPY,6B+,40°,2017,Mike Kim,"E4,I4,","I8,F12,G13,","D18,",Feet follow hands,FALSE
WARMER UP,6B+,40°,2017,gravityworks,"F4,G4,","D6,E8,C10,F12,D15,","F18,",Feet follow hands,FALSE
INITIAL MOVES,6B+,40°,2017,Georg Nührenberg,"I6,F4,","E8,H10,G14,G16,","D18,",Feet follow hands,FALSE
BIG YUMP,6B+,40°,2017,Kenneth Madsen,"H5,D4,","E13,F8,I10,","H18,",Feet follow hands + screw ons,FALSE
UNHOLY CROSS,6B+,40°,2017,gravityworks,"C4,A5,","E6,B8,C10,D12,E14,E15,F16,","D18,",Feet follow hands,FALSE
TWIST’N’SHOUT,6B+,40°,2017,Korey Robinson,"F4,B4,","D9,D11,B13,E17,","B18,",Feet follow hands,FALSE
BISSAU!,6B+,40°,2017,Kenneth Madsen,"I3,E3,","F8,E13,C16,","B18,",Feet follow hands,FALSE
JAWA POWA,6B+,40°,2017,gravityworks,"H5,D4,","F8,I10,I13,J16,","H18,",Feet follow hands,FALSE
TICKLE TAX,6B+,40°,2017,gravityworks,"F5,E6,","E8,D9,H10,G14,I16,","H18,",Feet follow hands,FALSE
I AM ROOT,6B+,40°,2017,gravityworks,"A5,F5,","D9,H10,G14,I16,","H18,",Feet follow hands,FALSE
XSS,6B+,40°,2017,gravityworks,"D5,G4,","G8,D9,E11,F12,D15,","F18,",Feet follow hands,FALSE
HORSE HEAD NEBULA,6B+,40°,2017,gravityworks,"D4,H5,","I10,G11,E13,F15,E16,F8,","H18,",Feet follow hands,FALSE
WHISPERING EYE,6B+,40°,2017,gravityworks,"H5,F6,","E16,E13,D10,F8,","H18,",Feet follow hands,FALSE
CHEWBACCA,6B+,40°,2017,gravityworks,"F5,E6,","H10,E13,","H18,",Feet follow hands,FALSE
BIGMOVES-06,6B+,40°,2017,gravityworks,"A5,F3,","D9,B8,C13,G14,G16,","H18,",Feet follow hands,FALSE
BIGMOVES-04,6B+,40°,2017,gravityworks,"H5,F6,","I8,H11,J13,G14,J16,","H18,",Feet follow hands,FALSE
BIGMOVES-03,6B+,40°,2017,gravityworks,"F4,","I8,H10,K13,","H18,",Feet follow hands,FALSE
BIGMOVES-01,6B+,40°,2017,gravityworks,"E3,I3,","I8,D9,J11,G14,J16,","H18,",Feet follow hands,FALSE
WARMUP-08,6B+,40°,2017,gravityworks,"A5,F5,","D10,G13,C16,","F18,",Feet follow hands,FALSE
WARMUP-07,6B+,40°,2017,gravityworks,"H5,D4,","D9,G10,D12,G13,D15,","F18,",Feet follow hands,FALSE
WARMUP-06,6B+,40°,2017,gravityworks,"H5,","I8,H10,G13,D15,","F18,",Feet follow hands,FALSE
WARMUP-05,6B+,40°,2017,gravityworks,"F5,","I8,D9,G13,C16,","F18,",Feet follow hands,FALSE
WARMUP-03,6B+,40°,2017,gravityworks,"F5,","C13,D9,E11,G14,G16,","H18,",Feet follow hands,FALSE
ALBUQUERQUE,6B+,40°,2017,Adam Smith,"A6,D6,","A12,C10,D16,E14,","H18,",Feet follow hands,FALSE
PICNIC WITH KATE,6B+,40°,2017,John,"A5,F5,","B8,G10,G11,J13,K6,G13,H16,","F18,",Feet follow hands,FALSE
WIND-UP BIRD,6B+,40°,2017,Richard Zheng,"I3,D4,","F8,G10,C13,D15,","B18,",Feet follow hands,FALSE
A WIDE REACH,6B+,40°,2017,John,"E3,I2,","E8,G13,D9,E15,","J18,",Feet follow hands,FALSE
BRAIN FART,6B+,40°,2017,Kyle Knapp,"E4,H3,","C7,A8,E11,B14,D15,","A18,",Feet follow hands,FALSE
HIP HIP GRAB,6B+,40°,2017,Matt Wolff,"F2,F4,","E6,E8,C10,C13,A16,","A18,",Feet follow hands,FALSE
SAUSAGES,6B+,40°,2017,Stuart Simons,"B3,E3,","E7,F8,I10,J11,H12,J16,J14,","J18,",Feet follow hands,FALSE
HUTHERING WEIGHTS,6B+,40°,2017,Jon Malmstedt,"F5,","C10,C11,F12,H15,B8,","H18,",Feet follow hands,FALSE
TUPELO HONEY,6B+,40°,2017,Adam Smith,"A5,E5,","E7,C10,G10,D15,","A18,",Feet follow hands,FALSE
CHRISTINA\u0027S BANE,6B+,40°,2017,Matt Desantis,"K3,G6,","G8,D9,E11,G13,E15,","F18,",Feet follow hands,FALSE
HAULIN,6B+,40°,2017,Kristian Løksa,"I5,G6,","D9,E11,D15,","F18,",Feet follow hands,FALSE
MARTHA APPROVED,6B+,40°,2017,Dondy,"F5,","I7,H10,J13,E13,","H18,",Feet follow hands,FALSE
QUICK MATHS,6B+,40°,2017,Adam7,"F4,F5,","G8,C10,F12,D15,I3,D5,","F18,",Feet follow hands,FALSE
SAMS PROBLEM,6B+,40°,2017,Adam7,"D4,E4,","D1,G7,F8,D10,G10,F12,C16,G14,","F18,",Feet follow hands,FALSE
KIDS SURI 2,6B+,40°,2017,ELNinjo,"F5,","G3,G7,D9,E11,G13,I15,I16,","J18,",Feet follow hands,FALSE
KIDS SURI 1,6B+,40°,2017,ELNinjo,"B3,","D5,D6,G8,H10,I12,J13,K9,I16,K15,","H18,",Feet follow hands,FALSE
FOUNDRY PROBLEM 2,6B+,40°,2017,Kate Dean,"F5,I3,","F8,G13,C16,G11,J9,","F18,",Feet follow hands,FALSE
FIRST PROBLEM V?,6B+,40°,2017,Albirdo,"A5,D5,","C7,E11,C13,D15,C16,","F18,",Feet follow hands,FALSE
WARM-UP A 2.0,6B+,40°,2017,John Livingstone,"F5,J4,","I8,H10,K13,G14,","H18,",Feet follow hands,FALSE
WARM-UP A 1.0,6B+,40°,2017,John Livingstone,"B4,F5,","D9,H10,C13,G14,D17,","H18,",Feet follow hands,FALSE
BLAME THE DINOSAURS,6B+,40°,2017,bree hill,"C4,","E6,F7,H10,I3,F13,G14,E16,","H18,",Feet follow hands,FALSE
DIRTY HEATHEN,6B+,40°,2017,martinhagen,"F5,","B8,F12,K13,I16,K17,","K18,",Screw ons only,FALSE
STARVING POLAR BEARS,6B+,40°,2017,Jay Bro,"F5,J4,","G10,C13,G13,","F18,",Feet follow hands,FALSE
POPCORN,6B+,40°,2017,Alastair Koch,"D5,F5,","F8,F12,D15,","D18,",Feet follow hands,FALSE
GARY LINEAR,6B+,40°,2017,Alastair Koch,"E3,E6,","E8,E11,E13,","E18,",Feet follow hands,FALSE
PINCH WARM UP #1,6B+,40°,2017,Matt Desantis,"D5,F3,","F7,G10,H11,J13,G16,","F18,",Feet follow hands,FALSE
REDSHIRT\u0027S DEMISE,6B+,40°,2017,Matt Hlavacek,"K4,G2,","H8,J9,H12,K14,","J18,",Feet follow hands,FALSE
TICKY TACKY,6B+,40°,2017,Kyle Knapp,"D5,","A16,B10,D12,E14,G8,G10,","F18,",Feet follow hands,FALSE
TJ’S FIRST,6B+,40°,2017,Mik,"H3,I2,","J6,H7,G9,D11,G14,D6,","E18,",Feet follow hands,FALSE
#019 ENDURANCE AND STATIC,6B+,40°,2017,akihiro ishii,"C4,","B8,F8,D11,F13,C15,D17,E14,","F18,",Feet follow hands,FALSE
REN01,6B+,40°,2017,okan,"B2,D5,","G8,D10,G13,H14,J10,K16,","J18,",Feet follow hands,FALSE
BABY KOALA,6B+,40°,2017,KoalaClimbing,"F5,","B8,E11,F13,H14,","F18,",Feet follow hands,FALSE
HOESEOK LEE,6B+,40°,2017,Mik,"E4,H3,","D7,A7,A4,C10,G14,E15,D11,F11,","H18,",Feet follow hands,FALSE
TOMMY CRONIN TRIBUTE,6B+,40°,2017,Mik,"E4,H3,","H7,E8,C5,H5,D11,A11,C13,A9,A16,","A18,",Feet follow hands,FALSE
JUST PEACHY,6B+,40°,2017,alex yang,"J2,E3,","E7,D10,E13,E17,","E18,",Feet follow hands,FALSE
APPLE-Y EVER AFTER,6B+,40°,2017,alex yang,"E3,I3,","C16,E13,F6,G11,J9,","B18,",Feet follow hands,FALSE
B-HOUSE JUNIOR,6B+,40°,2017,charles briddgen,"F5,","G8,C10,F12,D15,","F18,",Feet follow hands,FALSE
HELT GREI,6B+,40°,2017,Jørgen Bryn Henriksen,"B4,F5,","D9,G10,G14,C14,","E18,",Feet follow hands + screw ons,FALSE
ZERO GRAVITY,6B+,40°,2017,Kyle Knapp,"F5,","D9,H10,H15,","H18,",Feet follow hands,FALSE
STORM TROOPER,6B+,40°,2017,Kyle Knapp,"F5,J4,","I8,D9,E11,C13,D17,","A18,",Feet follow hands,FALSE
BÖSER SCHMUTZLI,6B+,40°,2017,Roger,"G4,","J13,G13,G8,F10,","H18,",Feet follow hands,FALSE
JANE DOE,6B+,40°,2017,Kyle Knapp,"F5,","B9,F11,B13,E14,","D18,",Feet follow hands,FALSE
STUFF-2017-05,6B+,40°,2017,gravityworks,"F6,K4,","J9,G11,J14,J16,","J18,",Feet follow hands,FALSE
HOME SCHOOLING,6B+,40°,2017,ego,"F5,H1,","H10,C13,","F18,",Feet follow hands,FALSE
VRTW 5,6B+,40°,2017,Adrian Mamina-chiriac,"I2,E4,","G8,B8,F12,C13,H15,","F18,",Feet follow hands,FALSE
STUFF-2017-03,6B+,40°,2017,gravityworks,"H5,F6,","D10,E13,E16,","H18,",Feet follow hands,FALSE
STUFF-2017-02,6B+,40°,2017,gravityworks,"H5,","I7,F8,J11,E13,F17,","B18,",Feet follow hands,FALSE
"HEY, THAT’S PRETTY GOOD",6B+,40°,2017,ejsheard26,"E4,J5,","F6,H9,H11,J13,E14,C8,A15,","A18,",Feet follow hands,FALSE
MACK 001,6B+,40°,2017,Iainglencoe,"B3,F4,","E7,I8,G11,F12,C13,C16,","F18,C18,",Feet follow hands,FALSE
SON1,6B+,40°,2017,Kristian Løksa,"C4,","D9,D12,G14,","F18,",Feet follow hands,FALSE
GUTTER BUMPER,6B+,40°,2017,Chris Healy,"E4,G5,","G8,G10,G11,J13,G13,","H18,",Feet follow hands,FALSE
JAZZERSIZE,6B+,40°,2017,Chris Healy,"D4,G4,","G7,D9,G13,G14,","H18,",Feet follow hands,FALSE
ANDY’S FUN ROUTE,6B+,40°,2017,Tom Shpakow,"I3,H5,","I10,D10,E13,C16,","F18,",Feet follow hands,FALSE
LUBBER\u0027S LEAP,6B+,40°,2017,Chad Jensen,"I2,D5,","D9,G8,A3,H10,F13,J13,K15,","H18,",Feet follow hands,FALSE
BABY BEAR,6B+,40°,2017,Chad Jensen,"C4,E6,","E8,F10,F13,H15,","F18,",Feet follow hands,FALSE
KELLY\u0027S HEROES,6B+,40°,2017,Fox,"H5,F6,","E13,J11,F15,","D18,",Feet follow hands,FALSE
BEANO,6B+,40°,2017,Fox,"G6,","F12,D9,D15,","H18,",Feet follow hands,FALSE
AURORA BOREALIS,6B+,40°,2017,Chad Jensen,"J4,G6,","I8,H11,K13,H15,","H18,",Feet follow hands,FALSE
WINTERS COMING,6B+,40°,2017,Chad Jensen,"D5,I4,","G8,C10,F13,C13,F16,","D18,",Feet follow hands,FALSE
BLADE RUNNER,6B+,40°,2017,Ben Moon,"A6,B3,","C16,E13,F8,G11,J11,","B18,",Feet follow hands,FALSE
SPEED,6B+,40°,2017,Ben Moon,"A5,D5,","D15,F12,G8,G10,","F18,",Feet follow hands,FALSE
ALLEZ!!!,6B+,40°,2017,Kyle Knapp,"F5,","D9,E11,D15,H15,","H18,",Feet follow hands,FALSE
FAT GUY IN A LITTLE SUIT,6B+,40°,2017,Kyle Knapp,"J4,","G6,F7,B8,B9,A11,D15,A16,","F18,",Feet follow hands,FALSE
НА ДВЕ ЧАСТИ,7B,40°,2017,NIKITA krotov,"D3,J3,","G10,C13,G15,","H18,",Feet follow hands,FALSE
ПОРВИ ПЛЕЧО,7B,40°,2017,NIKITA krotov,"D3,I5,","D9,K10,H14,H16,","B18,",Feet follow hands,FALSE
LUCY\u0027S DREAMING,6A+,40°,2017,warfish,"A5,E3,","E13,E8,D10,E14,","D18,",Feet follow hands,FALSE
CAMPUS AT1,6A+,40°,2017,Andrew Taylor,"F5,E6,","E8,C10,E11,C16,D15,B13,","D18,",Feet follow hands,FALSE
EASY CAMPUS,6B+,40°,2017,Andrew Taylor,"F5,","E8,H10,F12,G13,E13,D15,C16,","D18,",Footless + kickboard,FALSE
DAHL MAKHANI,6A+,25°,2017,Garethbrooks_,"H5,D4,","F8,D10,G13,C16,C7,","F18,",Footless + kickboard,FALSE
DEMONS AND ROCKET SHIPS,6C+,40°,2017,Chris,"J4,","I8,E11,G14,","H18,",Feet follow hands,FALSE
111,6A+,40°,2017,yong,"F5,B3,","D9,F12,C14,D15,","B18,",Feet follow hands,FALSE
CONSISTÊNCIA,6C+,40°,2017,virormd,"H6,I4,","F10,H14,J9,G13,K15,","J18,",Feet follow hands + screw ons,FALSE
VARIATION1,6B+,40°,2017,Vuk,"F5,","D10,H8,F13,D15,D17,","A18,",Feet follow hands,FALSE
MARIE#2,6B+,40°,2017,mae,"A5,A3,","E7,F13,F14,J16,D10,","J18,",Feet follow hands,FALSE
COSMIC DEBRISE,6B+,40°,2017,Gabriele Bettaccini,"F4,F5,","I8,H11,J13,E16,","F18,",Feet follow hands,FALSE
FLASHED AND FRIENDS,6C+,40°,2017,Ari,"A5,D6,","A8,G10,B13,E14,D15,G16,H17,","J18,",Feet follow hands,FALSE
WET PRESIDENT,6C+,40°,2017,Ari,"H5,","K5,F10,F13,A14,","B18,",Feet follow hands,FALSE
FAKE SENDS,6C+,40°,2017,Ari,"G3,E6,","F10,E14,A16,B12,","B18,",Feet follow hands,FALSE
GORGE SENDOS,7A,40°,2017,Ari,"C4,","C8,F10,D11,F17,H14,","J18,",Feet follow hands,FALSE
MAKE TRAINING GREAT AGAIN,7A,40°,2017,Ari,"C4,","C8,F10,D11,F13,B16,","F18,",Feet follow hands,FALSE
YUH BOI,6C+,40°,2017,Big d,"A4,F3,","F8,I10,F12,G13,G16,","J18,",Feet follow hands,FALSE
BREEZEWAY,6B,40°,2017,gracewieny,"H5,E3,","F8,G10,E13,","H18,",Feet follow hands,FALSE
CLARA\u0027S SECOND CLIMB,6A+,40°,2017,Ian,"F5,C4,","H8,D9,F8,F12,H14,G16,H10,","F18,",Feet follow hands,FALSE
CLARA\u0027S FIRST CLIMB,6A+,40°,2017,Ian,"C4,F5,","G6,H8,D9,H10,F12,F17,H14,F8,","F18,",Feet follow hands,FALSE
INDIANA FOUR,7A,40°,2017,Matt Chapman,"B3,A4,","E6,F6,J5,I10,J9,E12,E14,C15,A10,G1,","F18,",Feet follow hands,FALSE
GET SHWIFTY,6B+,40°,2017,Pickle,"G4,F6,","E14,G10,I8,H15,G16,E12,","J18,",Feet follow hands,FALSE
JH9,6A+,40°,2017,blue,"D4,E3,","C7,E8,D10,F11,E13,F15,E16,","F18,",Feet follow hands,FALSE
FIRST TIME TO THE MOON,6A+,40°,2017,Pickle,"F4,H5,","F8,H10,D10,C13,E13,D15,C17,C7,","F18,",Feet follow hands,FALSE
JH8,6B,40°,2017,blue,"G6,J4,","I7,H9,J11,F12,G13,D15,F17,","F18,",Feet follow hands,FALSE
NOAH\u0027S PROJECT,6A+,40°,2017,onion,"A5,F5,","B8,E11,C13,E14,D17,","E18,G18,",Feet follow hands,FALSE
HEY HEY,6A+,40°,2017,Chris Ivy,"G4,D4,","F7,D10,G8,H11,H14,G13,H15,G16,H17,","F18,",Feet follow hands,FALSE
THE BEGINNING,6B,40°,2017,Chris Ivy,"H5,F4,","E6,B8,E8,G13,C13,D15,G10,","F18,H18,",Feet follow hands + screw ons,FALSE
SOMETHING WITH GOD YEL FT,6A+,40°,2017,maxinomic,"H5,F6,","F8,H10,C10,E13,C16,","B18,",Feet follow hands,FALSE
JH7,6A+,40°,2017,blue,"D4,G2,","C7,E8,D10,E13,D15,","F18,",Feet follow hands + screw ons,FALSE
JH6,6A+,40°,2017,blue,"G6,J4,","I7,H9,J11,G14,H15,F17,","F18,",Feet follow hands,FALSE
INDIANA THREE,7A,40°,2017,Matt Chapman,"H3,E4,","G8,D10,B7,G13,J14,J16,","J18,",Feet follow hands,FALSE
INDIANA TWO,6C+,40°,2017,Matt Chapman,"H5,","F7,H10,D12,E14,G16,","H18,",Feet follow hands,FALSE
INDIANA ONE,6C+,40°,2017,Matt Chapman,"H5,D5,","E7,D9,E13,A16,A6,E10,","A18,",Feet follow hands,FALSE
ALIEN BUSTER 1,6B,40°,2017,Daniel White,"H3,D5,","G7,H10,K13,J3,G16,","F18,",Feet follow hands,FALSE
ALIEN BUSTER 0,6A+,40°,2017,Daniel White,"H3,D5,","G10,E14,F12,","F18,",Feet follow hands,FALSE
SOMETHING FOR EVERY1 EASY,7A,40°,2017,grayo,"B2,F2,","D9,G13,G14,","H18,",Feet follow hands,FALSE
RED  PINCH,6C+,40°,2017,Carl Watkins,"H5,","H14,D12,I10,E9,F16,C4,C8,","H18,",Feet follow hands,FALSE
ANDY\u0027S JUGGY ADVENTURE,6A+,40°,2017,Tom,"F5,H5,","K1,I8,C16,E13,F12,F8,H10,C7,C10,E3,F1,","B18,",Feet follow hands,FALSE
SLOWGURT,7A,40°,2017,grayo,"C5,H4,","E9,G13,","E18,",Feet follow hands + screw ons,FALSE
GO WIT FLO,6B+,40°,2017,Iainglencoe,"E4,I4,","K1,I7,H11,J13,F13,H14,D15,C8,","D18,",Feet follow hands,FALSE
DUNKAROOS,6B+,40°,2017,grayo,"D4,E3,","D10,E13,","E18,",Feet follow hands,FALSE
LEMON4,6B+,40°,2017,Wd3,"F6,J5,","G10,F10,F13,J15,","H18,",Feet follow hands,FALSE
DABS2,6B+,40°,2017,Iainglencoe,"B5,F4,","E8,F9,F12,F15,D16,","H18,",Feet follow hands,FALSE
DUDE WHERE’S MY CAR,6B+,40°,2017,Wd3,"B4,F5,","E8,F10,B11,D15,","B18,",Feet follow hands,FALSE
SKINHEAD,6C,40°,2017,Iainglencoe,"D4,H3,","G7,D9,J13,F13,G10,J16,","F18,",Feet follow hands,FALSE
BANSHEE,6C,40°,2017,Iainglencoe,"I3,H5,","A8,C11,D5,C13,G13,E7,J8,G16,A3,","I18,",Feet follow hands,FALSE
GEORGES PROB,6C,40°,2017,Iainglencoe,"B4,G2,","D6,B8,E10,D11,G12,F14,H15,H17,","J18,",Feet follow hands,FALSE
H1,6A+,40°,2017,HarryW,"E3,H5,","I8,J11,J4,F8,E13,J16,I1,F5,","H18,",Feet follow hands,FALSE
STAG’S LEAP,7B+,40°,2017,Hughie Chan,"I3,G2,","G11,I7,J14,H15,C12,","D18,",Feet follow hands + screw ons,FALSE
MANDELBROT,7B+,40°,2017,Jon Pål Hamre,"A4,C5,","C3,B9,C11,I11,H13,J16,","E18,",Feet follow hands,FALSE
OUT OF THE FRIDGE,7A,40°,2017,Switzer,"I6,G6,","K8,G11,G16,J13,G4,H16,","D18,",Feet follow hands,FALSE
RAINY AUTUMN,6B+,40°,2017,Waitak Kuok,"A5,","G10,D7,C9,D12,G15,G16,","J18,",Feet follow hands + screw ons,FALSE
FACILISIMA,6A+,40°,2017,viuiriu,"H5,I3,","F8,F9,D10,E13,C16,","B18,",Feet follow hands,FALSE
BALDALUKE1,6A+,40°,2017,Baldaluke,"F4,E6,","E8,B10,E11,B13,E14,C17,","F18,",Feet follow hands,FALSE
VERY VERY COLD,6A+,40°,2017,123456,"H2,J3,","H4,K5,H6,J8,J10,K12,F13,F14,F16,I14,","G18,",Feet follow hands,FALSE
BROOKS’ MYSTERY BONANZA,6B+,25°,2017,ClimbEpic,"G6,B4,","B8,E11,C13,D17,","A18,",Feet follow hands,FALSE
BEYOND LOGIC,7A+,40°,2017,Chris,"D5,F3,","D12,E14,G10,","D18,",Feet follow hands + screw ons,FALSE
LEFTY HEFTY TECHY,6B+,40°,2017,Jeremy Tibbals,"A3,B4,","B8,D9,A11,C13,A16,","A18,",Feet follow hands,FALSE
SPASTIC DENTISTRY,6A+,25°,2017,ewic,"G6,K3,","I10,E13,E14,","E18,",Feet follow hands,FALSE
ZODIAC KILLA,6B+,40°,2017,Jeremy Tibbals,"E3,I3,","F8,F12,H14,G16,","H18,",Feet follow hands,FALSE
MARSHLAND PATHS,6B+,40°,2017,stevie kae,"G6,J4,","K9,H10,H14,E14,E16,","B18,",Feet follow hands,FALSE
JAN,5+,25°,2017,Kuppet,"F4,F5,","I8,H10,F12,D15,G16,","F18,",Feet follow hands + screw ons,FALSE
BUMPGO,7A+,40°,2017,Nicolas Brassard,"F5,A4,","C9,D11,E13,","C18,",Feet follow hands,FALSE
“LEFT MY PHONE IN DENVER”,7B+,40°,2017,Lizzy513,"B2,","B6,E8,D12,I13,K8,H17,","K18,",Feet follow hands,FALSE
F IS FOR U,7C,40°,2017,Lizzy513,"A4,G2,","D8,D11,J10,J14,","F18,",Feet follow hands,FALSE
ALMOST EVERY MOVE,6C+,40°,2017,pat boyle,"A4,F4,","D9,I10,F13,H15,","E18,",Feet follow hands,FALSE
V10 IN YOUR GYM,6C+,40°,2017,Lev Abramov,"J4,","D10,K2,I7,F13,C15,","E18,",Feet follow hands,FALSE
GOLIATH,7B,40°,2017,Aaron Chan,"H5,","C7,E13,","J18,",Feet follow hands,FALSE
CHORIOGRAPHED CRUX,6C+,40°,2017,hays,"G2,D3,","D8,G13,F14,H8,","H18,",Feet follow hands,FALSE
GET IN THE HOLD,7A,40°,2017,Aaron Chan,"D1,B4,","C8,A10,B14,A15,","E18,",Feet follow hands,FALSE
BANNEDWORD,7C,40°,2017,Nicholas Sarikavazis,"F1,H1,","H8,B10,B14,C16,","J18,",Feet follow hands,FALSE
NEW WALL!!,6C,40°,2017,Lev Abramov,"C4,","F12,E14,C7,F10,I11,","F18,",Feet follow hands,FALSE
WILDCAT,7C,40°,2017,Nicholas Sarikavazis,"E3,F3,","F10,K13,I16,","F18,",Feet follow hands,FALSE
SB3,7C,40°,2017,Eric Cashie,"F5,D6,","A9,F11,G14,H17,C17,","B18,",Feet follow hands,FALSE
ÄFACH NUFF,6B+,40°,2017,wäbke,"E3,G2,","H9,E12,E14,B15,K1,J6,I10,C7,","C18,",Feet follow hands,FALSE
PABLO,6A+,40°,2017,Olivia,"F5,","B8,E11,A14,","B18,",Feet follow hands,FALSE
BESCHDE LEWE,6C+,40°,2017,wäbke,"E4,H1,","A3,F8,D11,G12,E15,G1,J9,K11,","I18,",Feet follow hands,FALSE
MARK DAVIES IS CUT LOOSE,6B+,40°,2017,daiiivveeee,"F5,","B8,E11,F12,J13,H14,J16,I7,","H18,",Feet follow hands,FALSE
V4 BR RJ,6B+,40°,2017,aviana,"F5,G4,","B8,G13,E8,F14,H17,","F18,",Feet follow hands,FALSE
MARKS SEND 1,6B,40°,2017,daiiivveeee,"E3,I3,","F5,B8,E11,E13,E14,C16,F17,G17,G10,","H18,",Feet follow hands,FALSE
ATØMIC,6C,40°,2017,Iainglencoe,"I4,F4,","F6,H8,D9,F11,B13,F14,D16,","H18,",Feet follow hands,FALSE
HASTA MANANA,6C,40°,2017,Iainglencoe,"A4,D6,","F5,J7,J9,J11,K1,H11,G14,G17,F17,","B18,",Feet follow hands,FALSE
VEMNIMIN,6A+,40°,2017,aviana,"E6,D5,","D9,G4,G13,H8,F11,D16,","F18,",Feet follow hands,FALSE
OK CORAL,6C,40°,2017,Iainglencoe,"K4,K5,","K8,K11,I13,J14,H15,H17,H9,","E18,",Feet follow hands,FALSE
ABVF8904,6B+,40°,2017,aviana,"A5,","B7,D9,A11,A15,A16,C13,F7,","D18,C18,",Feet follow hands,FALSE
TICKETY BOO 👻,6C,40°,2017,Iainglencoe,"B3,E3,","C7,G7,E9,I10,F13,D15,E12,K5,H16,","G18,K18,",Feet follow hands,FALSE
WHISKEY,6C,40°,2017,Iainglencoe,"D5,I5,","F8,G9,D11,E11,B13,F15,E16,","J18,",Feet follow hands,FALSE
ROSALIA 1,6A+,40°,2017,Mathias beiglboeck,"D2,","F5,F7,D8,F9,D10,D12,F12,E14,D16,D4,F15,","F18,D18,",Feet follow hands,FALSE
F.G.T.HOLLYWOOD,6B+,40°,2017,Iainglencoe,"B2,B6,","D8,D9,F10,E12,G14,E16,","J18,",Feet follow hands,FALSE
ABVF8903,6A+,40°,2017,aviana,"A5,","D9,A11,B7,F7,C14,A16,","C18,D18,",Feet follow hands,FALSE
EXAMPLE,6B,40°,2017,Iainglencoe,"D4,I3,","I7,F7,I10,J13,G14,H16,G11,","H18,",Feet follow hands,FALSE
JUMPFFF,6C,40°,2017,mzuser,"A5,F5,","D9,F12,C16,","E18,",Feet follow hands,FALSE
BAN KI-MOONBOARD (NOMATCH,7C+,40°,2017,Sam Prior,"D1,A3,","C7,F11,C15,J15,K14,","K18,",Feet follow hands,FALSE
TEMPAH TEMPAH,6C,40°,2017,Iainglencoe,"A2,F4,","E6,I8,H11,G13,C13,F17,","B18,",Feet follow hands,FALSE
ABVF8902,6A+,40°,2017,aviana,"D5,F6,","F8,G11,G4,C13,E16,D16,","F18,",Feet follow hands,FALSE
THERE GOES THE FEAR,6B+,40°,2017,Iainglencoe,"C4,A5,","B8,G8,F10,J11,J4,J16,H14,","F18,",Feet follow hands,FALSE
ABVF8901,6A+,40°,2017,aviana,"B4,D5,","A3,A8,D9,A11,E13,H10,H15,","H18,",Feet follow hands,FALSE
SR1,6C,25°,2017,Michi,"E4,H5,","I7,D2,E13,A16,","C18,",Feet follow hands,FALSE
MANIC,6B,40°,2017,Iainglencoe,"K4,J6,","I8,F9,D10,C13,C16,E13,","A18,",Feet follow hands,FALSE
RJ 4FUN,6B+,40°,2017,aviana,"A3,B4,","D5,A8,D9,A11,E13,H15,","H18,",Feet follow hands,FALSE
JOHNNY14,6C,40°,2017,johlindien,"C4,","B8,J6,G12,J14,G16,F11,","H18,",Feet follow hands,FALSE
TIME TO WORK,6C,40°,2017,Billo84,"J4,","F7,F11,A12,D14,A15,","E18,",Feet follow hands,FALSE
JOHNNY13,6C,40°,2017,johlindien,"C4,","B8,G12,J14,G16,J6,","H18,",Feet follow hands,FALSE
EASYGOING,5+,25°,2017,Alice,"H5,D4,","F8,D10,E13,C16,I1,H16,K12,","J18,",Feet follow hands,FALSE
RJ06,6B+,40°,2017,aviana,"E6,H6,","G3,I8,F12,I12,K15,H17,F13,","J18,",Feet follow hands,FALSE
TALKING SHOES,6B,40°,2017,waitforit,"E3,H5,","H9,G13,G16,J11,I13,F7,H8,","H18,",Feet follow hands,FALSE
RJ05,6A+,40°,2017,aviana,"A5,","F5,D5,D9,F12,G13,E9,D15,","F18,",Feet follow hands,FALSE
RJ04,6B+,40°,2017,aviana,"F5,","I8,F11,F10,F13,C8,C15,F16,","F18,",Feet follow hands,FALSE
RJ03,6B+,40°,2017,aviana,"D5,E6,","G8,G10,D12,G13,D16,","F18,",Feet follow hands,FALSE
RJ02,6B+,40°,2017,aviana,"C4,","D9,F12,J10,F9,H15,","F18,",Feet follow hands,FALSE
RJ01,6B+,40°,2017,aviana,"F5,G5,","I9,H9,F13,G12,I17,","F18,",Feet follow hands,FALSE
ROCK CLIMB RJ,6A+,40°,2017,aviana,"B4,D1,","D6,E6,H9,F11,I12,F14,H16,","F18,",Feet follow hands,FALSE
BZ - DWAR OF WAW,7A,40°,2017,Thomas Watts,"H6,K5,","G10,E11,A14,D9,","B18,",Feet follow hands,FALSE
ROASTY PORK,6C,40°,2017,Tomar chierici,"F5,D5,","A8,E8,C11,C12,G14,D16,","F18,",Feet follow hands,FALSE
SUNDAY DELIGHT,6C,40°,2017,Tomar chierici,"F5,D5,","A8,E8,C11,G12,C12,G14,D16,","F18,",Feet follow hands,FALSE
BZ - AKHÔRAHIL,7A,40°,2017,Thomas Watts,"H6,K5,","G10,D11,F14,B15,","D18,",Feet follow hands,FALSE
