name,grade,board_angle,moonboard_year,setter,start_holds,middle_holds,end_holds,rules,is_benchmark
CANDYLAND,6A+,40°,2017,jfk,"G6,J5,","I8,G11,G13,D15,D17,","B18,",Feet follow hands,FALSE
GOT SO EASY MEH,6A+,40°,2017,jfk,"G6,K5,","I8,H10,F12,E13,C16,","D18,",Feet follow hands,FALSE
GEPACKTER KOFFER 3,6A+,40°,2017,Dominik Buehler,"G6,K1,","I8,H11,J11,E13,E16,","D18,",Feet follow hands,FALSE
SILENT FOR KIDS HILL,6A+,40°,2017,Shiba,"E4,G1,","H8,F7,E10,E11,C13,E16,E17,D1,","H18,",Feet follow hands,FALSE
SSUKTART,6A+,40°,2017,Donggyu Lee,"K6,","I7,I10,E11,E12,B13,A15,B17,","A18,",Feet follow hands,FALSE
LEFTY GRAB HANDS,6A+,40°,2017,dave cam,"H5,","D9,F13,G14,H10,E17,E3,","F18,",Feet follow hands,FALSE
SATURDAY NIGHT PARTY,6A+,40°,2017,dave cam,"B4,F4,","D9,F12,D15,","F18,",Feet follow hands,FALSE
BRAVE DAYLY2,6A+,40°,2017,Doug Mc,"F5,D5,","F8,C10,E13,C16,C7,A3,","B18,",Feet follow hands,FALSE
BRAVE DAYLY1,6A+,40°,2017,Doug Mc,"F5,I3,","H10,F8,E13,J16,I7,","J18,",Feet follow hands,FALSE
MISS KOALA,6A+,40°,2017,hyobong an,"I3,G6,","I8,H10,E13,E16,","B18,",Feet follow hands,FALSE
AVOCADO🥑,6A+,40°,2017,hyobong an,"H5,G2,","H8,J9,G11,G13,D15,","D18,",Feet follow hands,FALSE
WALK IN THE PARK,6A+,40°,2017,jo,"H5,D4,","F8,H10,D10,E13,C16,","D18,",Feet follow hands,FALSE
CHESUBAN,6A+,40°,2017,Nicolas Brassard,"B2,F5,","A8,C10,B10,E11,B13,D17,","D18,",Feet follow hands,FALSE
P001,6A+,40°,2017,Rogier,"J6,K6,","H8,F12,G13,G16,","J18,",Feet follow hands,FALSE
PILLAR OF FIRE 25°,6A+,25°,2017,Ben Moon,"G2,K6,","H8,G11,J14,","J18,",Feet follow hands,FALSE
VECTOR 25°,6A+,25°,2017,Ben Moon,"A5,","D5,F7,G10,F12,E14,C17,","F18,",Feet follow hands,FALSE
BILDER IM KOF 25°,6A+,25°,2017,Ben Moon,"E3,","G10,F12,G13,","D18,",Feet follow hands,FALSE
V EASY,6A+,40°,2017,Caitlyn,"D4,H5,","F9,I8,J11,G13,I15,F17,","D18,",Feet follow hands,FALSE
MECHATY_2,6A+,40°,2017,ewagu,"D4,H5,","C7,E8,C10,E13,H15,G17,J11,J9,","H18,",Feet follow hands,FALSE
MECHATY_1,6A+,40°,2017,ewagu,"F5,H5,","I7,D10,F12,E13,F17,","E18,",Feet follow hands,FALSE
DZIKI Z FABRYKI VOL 2,6A+,40°,2017,Arkadiusz Dziki-Sereda,"H5,F6,","I8,H9,K4,J11,G13,G14,C13,A8,D15,","B18,",Feet follow hands,FALSE
DZIKI Z FABRYKI PRIMO,6A+,40°,2017,Arkadiusz Dziki-Sereda,"F4,F5,","C7,C10,A11,B13,E16,E14,","F18,",Feet follow hands,FALSE
-\u003e RIGHT SIDE -\u003e,6A+,40°,2017,Karenta,"F5,G6,","H8,H10,D6,J13,K6,H14,J16,D13,D3,G17,","G18,E18,",Feet follow hands,FALSE
POP!,6A+,40°,2017,Karenta,"H3,E3,","F7,D6,D9,E13,F11,B15,D17,H12,G1,","A18,",Feet follow hands,FALSE
EASY WARMUP,6A+,40°,2017,Lulu,"A5,E6,","D8,E10,D10,B11,A12,A14,C14,C16,E16,E17,A17,","B18,",Feet follow hands,FALSE
UNBOSSHAFT,6A+,40°,2017,BOZZ,"G6,D5,","D15,G13,D12,D9,H10,F8,","F18,",Feet follow hands,FALSE
SCHOOLS OUT,6A+,40°,2017,dovestep,"F5,D4,","C10,E13,A14,C16,E8,C7,","B18,",Feet follow hands + screw ons,FALSE
FOR YOU #18,6A+,40°,2017,Terry Chan,"B3,F4,","C10,A7,E8,E13,A17,A14,","E18,",Feet follow hands,FALSE
UNY_Y,6A+,40°,2017,jo.yonggi.1217,"H5,","I8,E8,D10,G13,C4,C14,E16,D9,","B18,",Feet follow hands,FALSE
MANGOJOOSU,6A+,40°,2017,jo.yonggi.1217,"D4,H5,","G8,C10,E11,A6,A14,C16,","F18,",Feet follow hands,FALSE
THUMB BETA,6A+,25°,2017,eric,"F3,J3,","I7,I10,D11,C6,C13,C16,","H18,",Feet follow hands,FALSE
LET\u0027S BEGIN W/WOOD RH,6A+,25°,2017,e.piff,"E5,G5,","E9,G9,G12,H13,J15,H16,","I18,",Feet follow hands,FALSE
LET\u0027S BEGIN W/WOOD LH,6A+,25°,2017,e.piff,"G5,E5,","G9,E9,E12,D13,B15,D16,","C18,",Feet follow hands,FALSE
SMALL TOWN,6A+,40°,2017,Cassel,"D4,H5,","F6,F8,I7,E10,D10,F12,E13,C14,A15,C16,A17,","B18,",Feet follow hands,FALSE
SMALL,6A+,40°,2017,Cassel,"D4,H5,","F6,I7,F8,E10,F12,E13,C14,A15,C16,A17,","B18,A18,",Feet follow hands,FALSE
AS,6A+,40°,2017,Adam,"E3,J5,","H10,E13,G13,D16,H16,F8,","H18,F18,",Feet follow hands,FALSE
REAL V SLEAZY,6A+,40°,2017,GrouchoMarcus,"I3,F5,","I8,D10,E13,C16,","F18,",Feet follow hands,FALSE
AGAIN,6A+,40°,2017,soboulderjunky,"D4,H5,","F6,F8,F12,G13,E13,C16,G10,","A18,B18,",Feet follow hands,FALSE
COOLDOWN,6A+,40°,2017,soboulderjunky,"D4,H5,","F8,G10,F12,G13,D13,C16,F6,","B18,A18,",Feet follow hands,FALSE
AW,6A+,40°,2017,Adam,"I3,","J11,G13,E13,C16,H10,F8,","F18,",Feet follow hands,FALSE
REDMAD,6A+,40°,2017,dsb_kim,"F6,A6,","E7,F8,D10,D2,G2,B11,E13,C14,A14,C16,A17,","B18,",Footless + kickboard,FALSE
LEFTY DIRECTION,6A+,40°,2017,joonloong,"D5,C4,","C13,C16,F12,E8,C10,","A18,",Feet follow hands,FALSE
URAWA,6A+,40°,2017,Penguin,"H5,F5,","J2,I8,F8,H10,J11,G13,J16,","H18,J18,",Feet follow hands,FALSE
ZIPPER,6A+,40°,2017,WeakDon,"F5,","I7,E9,G11,G13,E13,","F18,",Feet follow hands,FALSE
STATIC THIS!,6A+,40°,2017,Michael,"D5,H5,","D10,D9,A4,D2,A11,B13,C16,","B18,",Feet follow hands,FALSE
BERKELEY WARMUP,6A+,40°,2017,Dylan Heinstein,"F5,D5,","C7,D9,H10,F12,E13,C16,","D18,",Feet follow hands,FALSE
EASYPEASY,6A+,40°,2017,soboulderjunky,"H5,","K1,I7,H10,E13,C16,A13,","B18,",Feet follow hands + screw ons,FALSE
SMASHED TATIES,6A+,40°,2017,RustyFerret26,"F5,I4,","F8,J11,E13,H15,F16,","H18,",Feet follow hands + screw ons,FALSE
GEPACKTER KOFFER 2,6A+,40°,2017,Dominik Buehler,"I4,F2,","I8,D9,G13,G14,I16,C12,","F18,",Feet follow hands,FALSE
JONAH1,6A+,40°,2017,Joe,"H5,D4,","D15,G13,F12,H10,F2,F8,","F18,",Feet follow hands,FALSE
GEPACKTER KOFFER EINS,6A+,40°,2017,Dominik Buehler,"D5,H3,","E8,C10,G12,G13,D16,","F18,",Feet follow hands,FALSE
WARM UPP,6A+,40°,2017,Melissa Clements,"F6,H5,","H10,E13,","F18,",Feet follow hands,FALSE
NISHIURAWA,6A+,40°,2017,Penguin,"H5,","I7,I3,F8,J11,F12,E13,E16,","F18,",Screw ons only,FALSE
PENGUIN,6A+,40°,2017,Penguin,"H5,D5,","D2,A4,F8,D9,D10,A11,B13,A14,C16,","B18,",Feet follow hands,FALSE
MONKEYHOUSE45 WARMUP 3,6A+,40°,2017,jordanhirro,"K4,F5,","I8,H10,K13,K15,K17,","H18,",Feet follow hands,FALSE
MONKEYHOUSE45 WARMUP 2,6A+,40°,2017,jordanhirro,"F5,A5,","D9,E13,H10,G13,C16,","D18,",Feet follow hands,FALSE
MONKEYHOUSE 45 WARMUP,6A+,40°,2017,jordanhirro,"H5,F6,","I8,H10,G13,E13,C16,J3,","A18,",Feet follow hands,FALSE
PROBABLY A REPEAT,6A+,40°,2017,Verse,"D2,F5,","D9,G13,G14,J16,","F18,",Feet follow hands,FALSE
V3....,6A+,40°,2017,Caitlyn,"J6,","G7,K11,G14,I16,","E18,B18,",Feet follow hands,FALSE
RED WARMUP,6A+,40°,2017,Cyrik,"F6,H5,","F8,H10,G7,F12,D15,C16,","B18,",Feet follow hands + screw ons,FALSE
ROCK\u0027S ROCK,6A+,40°,2017,goji,"F5,H5,","F8,H10,D10,C7,D6,E13,C8,C10,C16,","F18,",Feet follow hands,FALSE
DENG MOM,6A+,40°,2017,alexdunsche,"A5,F2,","E8,D9,H10,D12,E13,E16,","F18,",Feet follow hands + screw ons,FALSE
HOT MILK,6A+,40°,2017,Jeff Rolka,"D5,H6,","G8,G10,D11,G13,D15,G17,","H18,",Feet follow hands,FALSE
YAC1,6A+,40°,2017,dep,"H5,F5,","I8,F8,D10,E13,G14,H10,","F18,",Feet follow hands,FALSE
DYNAMIC FUN,6A+,40°,2017,Lewie,"D5,H5,","H16,E13,H10,C7,","F18,",Feet follow hands,FALSE
BIG MOUTH,6A+,40°,2017,Heather,"F5,E6,","F8,H10,F12,E13,C16,B11,D2,","B18,",Feet follow hands,FALSE
JOTMINJAE,6A+,40°,2017,jun,"F5,A5,","D5,H5,F9,E3,F12,C14,I7,","F18,",Feet follow hands,FALSE
JOTBAB,6A+,40°,2017,jun,"F5,H5,","I8,J11,G11,F12,E13,C16,","B18,A18,",Feet follow hands,FALSE
JOE\u0027S WARM UP.,6A+,40°,2017,darth,"H5,F6,","D10,E13,C16,D4,","E18,",Feet follow hands,FALSE
ROLLMOPSSTULLE,6A+,40°,2017,Jana,"A5,F5,","D9,H10,F12,J3,I15,F17,","H18,",Feet follow hands,FALSE
YOUTH D 3,6A+,40°,2017,prodriggs,"I2,H5,","I7,I8,H10,G13,C13,E13,C16,","B18,",Feet follow hands,FALSE
YOUTH D 2,6A+,40°,2017,prodriggs,"F4,F5,","C16,G13,H10,I7,I8,C13,D10,","B18,",Feet follow hands + screw ons,FALSE
YOUTH D1,6A+,40°,2017,prodriggs,"F5,D5,","C7,B4,D9,G7,H10,G13,E13,C13,C16,","B18,",Feet follow hands + screw ons,FALSE
YOUTH TEAM EASY,6A+,40°,2017,Alexandra Pierce,"H5,","I7,I8,H10,F12,E13,C13,C16,D15,","B18,",Feet follow hands + screw ons,FALSE
YOUTH TEAM 1,6A+,40°,2017,Alexandra Pierce,"I2,F2,","F5,E6,E8,F10,D12,E14,C15,C17,","F18,",Feet follow hands,FALSE
V4 FOR TINY PEOPLE,6A+,40°,2017,Jeremy Penman,"E4,F3,","F12,G13,C2,E6,C7,E8,D10,E15,G15,","F18,",Feet follow hands + screw ons,FALSE
MONSTER MASH,6A+,40°,2017,Pigeon boy,"F5,D2,","D9,G13,J10,J16,G14,A6,","F18,",Feet follow hands,FALSE
SHARKSKIN,6A+,40°,2017,Tai,"F6,H6,","G8,D9,E11,B13,A16,D3,","E18,",Feet follow hands,FALSE
JDAVMA KIDS PROBLEM #2,6A+,40°,2017,oliver,"D4,H5,","I7,F7,H10,G10,E13,C16,E9,J1,","F18,",Feet follow hands,FALSE
LACHSBRÖTCHEN,6A+,40°,2017,Jana,"E3,H5,","F8,I8,H10,E13,D15,","F18,",Feet follow hands,FALSE
MY 4X4,6A+,40°,2017,Joanna Joanna,"K4,H5,","I7,I8,J11,H14,J17,","H18,",Feet follow hands,FALSE
JDAV MA 1,6A+,40°,2017,oliver,"K4,H5,","I8,H10,J13,G14,J16,","H18,F18,",Feet follow hands,FALSE
SPRINGY,6A+,40°,2017,RustyFerret26,"H5,F5,","F8,J11,E13,","F18,",Feet follow hands,FALSE
BLOCBUSTER 1,6A+,40°,2017,Mauser,"H5,D5,","F8,H10,F12,E13,E16,C16,","D18,",Feet follow hands + screw ons,FALSE
SEAN-PROBLEM 1,6A+,40°,2017,Sean Smith,"D6,F3,","G9,D9,G12,E12,D16,","D18,",Feet follow hands + screw ons,FALSE
CAM2,6A+,40°,2017,Andrew Taylor,"F5,H1,","I8,H10,G14,C13,D15,D17,","F18,",Screw ons only,FALSE
SLYM JYM,6A+,40°,2017,Emmett,"D5,H5,","B4,A10,B8,F8,E11,E13,H15,","H18,",Feet follow hands,FALSE
1,6A+,40°,2017,lynx_finch,"F6,D4,","C7,F8,C10,E12,C13,D15,","B18,",Feet follow hands,FALSE
4 X 4 (4),6A+,40°,2017,twiglegz,"B2,F5,","B8,I8,H10,G13,C13,E16,","D18,H18,",Feet follow hands,FALSE
4 X 4 (3),6A+,40°,2017,twiglegz,"A5,B4,","C7,E6,E8,B10,E11,B13,G13,G16,","J18,",Feet follow hands,FALSE
4 X 4 (2),6A+,40°,2017,twiglegz,"G4,I4,","J6,I7,I8,H11,J13,E13,E14,C16,","D18,B18,",Feet follow hands,FALSE
4X4 (1),6A+,40°,2017,twiglegz,"E3,J2,","F5,F8,H10,E13,","F18,B18,",Feet follow hands,FALSE
LUNA,6A+,40°,2017,Kalle,"F6,H5,","I8,H10,G13,E13,C16,","B18,",Feet follow hands,FALSE
FUN WARMUP,6A+,40°,2017,AAI3,"F6,I5,","E13,I8,F2,H1,I15,F17,D9,H9,","J18,H18,",Feet follow hands,FALSE
NONNA,6A+,40°,2017,Mauser,"E3,H5,","F5,I7,D10,E13,C16,","B18,",Feet follow hands,FALSE
IGJH,6A+,40°,2017,rcc,"E1,G2,","E3,G4,E5,D6,F8,E10,F12,E14,H14,F17,E17,","G18,",Feet follow hands + screw ons,FALSE
GAZALICIOUS,6A+,25°,2017,GRW,"K5,H6,","J8,F10,F13,C15,C3,B7,","E18,",Feet follow hands,FALSE
CHARLIE’S CHALLENGE DAD,6A+,40°,2017,Paul,"A4,D4,","E7,F9,D10,E13,C14,F15,C16,E16,D8,F6,","F18,",Feet follow hands,FALSE
PRINZESSIN,6A+,40°,2017,Mia,"E6,F5,","F9,C12,E13,C16,C10,G7,D9,E15,D12,F12,","F18,D18,",Feet follow hands,FALSE
RANDOM157,6A+,25°,2017,Hoi,"D5,","H6,H9,H12,K14,G16,","H18,",Screw ons only,FALSE
WEEEEE,6A+,40°,2017,AT,"H5,F6,","I7,I8,F8,H10,E13,H2,F10,F3,D10,C16,C14,","B18,",Feet follow hands,FALSE
WE ARE TIRED,6A+,40°,2017,intotransit,"D4,H5,","J11,E13,C16,I7,D10,F8,","B18,",Feet follow hands,FALSE
WARMUP1,6A+,40°,2017,Nate Lun,"E3,H5,","F8,I7,E13,","F18,",Feet follow hands + screw ons,FALSE
COOL,6A+,40°,2017,PRG,"F5,H5,","E1,I1,F8,H8,E10,H12,G11,H14,F15,E17,","F18,G18,",Feet follow hands,FALSE
REND,6A+,40°,2017,PRG,"H5,F5,","D7,D8,H8,F8,E10,G11,H12,E13,D14,E16,","E18,B18,",Feet follow hands,FALSE
BANANA BREAD,6A+,40°,2017,Klara,"D4,H5,","H10,J11,E13,D15,J2,","E18,",Feet follow hands,FALSE
WARMUPADAM,6A+,40°,2017,Adam Smizaski,"F5,H5,","F8,H10,F12,G13,C16,","F18,",Feet follow hands,FALSE
A6,6A+,25°,2017,showcaser,"A6,A4,","G6,K9,G11,A9,F13,C15,F5,E14,","C18,",Feet follow hands,FALSE
FREE JUGS,6A+,40°,2017,Justin,"F5,","D9,H10,G13,D15,","B18,",Feet follow hands,FALSE
EASY PEEZY,6A+,40°,2017,Leman Lemanski,"D4,F5,","I7,F8,H10,F12,G13,E16,","H18,",Feet follow hands,FALSE
EZPZLEMONSQUEEZY,6A+,40°,2017,arni,"H5,D4,","F8,I10,E13,G13,","F18,",Feet follow hands,FALSE
EEEASY,6A+,40°,2017,mcflyishe,"C4,","C7,B8,C10,C13,B12,A16,E17,","F18,",Feet follow hands,FALSE
KID IN ME,6A+,40°,2017,Kevin Crosby,"D6,A5,","C10,B13,D15,","D18,",Feet follow hands,FALSE
SIMMER DOWN SINS,6A+,40°,2017,Kevin Crosby,"I3,F6,","J9,G11,K13,G16,","F18,",Feet follow hands,FALSE
LS TRAINER,6A+,40°,2017,Tphang,"F4,B6,","D9,F8,G13,C13,F17,","D18,",Feet follow hands,FALSE
WE BE CHILLIN,6A+,40°,2017,st.fu,"F5,H5,","F8,I8,H10,F12,G13,D15,C16,J2,","B18,A18,",Feet follow hands,FALSE
TIAAN 1098,6A+,40°,2017,Willem le Roux,"H5,F5,","H8,I8,H10,J11,G13,K15,J16,","J18,H18,",Feet follow hands,FALSE
ANNELIEN 1,6A+,40°,2017,Willem le Roux,"H5,F5,","F8,F9,D10,E13,F12,C16,","D18,B18,",Feet follow hands,FALSE
RANCOR\u0027S 2ND PROBLEM,6A+,40°,2017,Rancor,"I3,G6,","K9,J9,K3,F12,I16,","J18,",Feet follow hands,FALSE
KOALA 4,6A+,40°,2017,Super Kitty,"F3,","G7,D9,D5,C13,D12,C16,F10,H10,H12,E14,H5,G13,","D18,",Feet follow hands,FALSE
DEBO,6A+,40°,2017,Kevin Crosby,"D5,H2,","G8,E11,C13,G14,G16,C2,","K18,",Feet follow hands + screw ons,FALSE
DABAGE,6A+,40°,2017,Kevin Crosby,"F5,","D11,G10,H15,H17,","J18,",Feet follow hands,FALSE
HERE COMES THE SEND,6A+,40°,2017,jo,"B3,F5,","D9,D10,C13,E14,D17,","F18,",Feet follow hands,FALSE
KOALA 3,6A+,40°,2017,Super Kitty,"I5,F5,","I8,H10,D6,D9,F12,E11,G14,D15,C13,F8,E17,","F18,",Feet follow hands,FALSE
KOALA 2,6A+,40°,2017,Koala,"F5,G4,","D5,D9,H10,I8,F12,C13,C10,D12,C16,E14,D15,","E18,",Feet follow hands,FALSE
KOALA 1,6A+,40°,2017,Koala,"F5,G4,","C13,C16,D15,G13,F8,D9,H10,F17,D6,E13,","E18,D18,",Feet follow hands,FALSE
MARC,6A+,40°,2017,Koala,"I5,D6,","D9,H10,I8,C13,F5,G13,D15,E13,C16,","D18,B18,",Feet follow hands,FALSE
HHHH,6A+,40°,2017,Koala,"D2,I2,","F5,H5,G7,C7,J9,G10,C10,H14,J17,E17,B14,","H18,",Feet follow hands,FALSE
RANCORS 1ST PROBLEM,6A+,40°,2017,Rancor,"C4,H5,","D9,H11,J14,G14,J16,E2,","J18,",Feet follow hands,FALSE
PROBA 5,6A+,40°,2017,mcflyishe,"D2,H5,","D9,E11,A14,E14,C17,","F18,",Feet follow hands,FALSE
ANNIVERSARY V3.4,6A+,40°,2017,Ron Roy,"D4,I3,","I7,H10,K11,G13,J16,","F18,",Feet follow hands,FALSE
ANNIVERSARY V3.3,6A+,40°,2017,Ron Roy,"F5,","C7,D8,B11,E13,I12,E16,","H18,",Feet follow hands,FALSE
MAJOR RED,6A+,40°,2017,Marcel Nolden,"E3,H5,","F8,I10,J11,E13,E16,C16,","F18,",Feet follow hands,FALSE
"YES, YOU DO HAVE FEET",6A+,40°,2017,Michael,"E4,H5,","D9,I8,D2,F12,J2,G13,D15,E6,","D18,C18,",Feet follow hands,FALSE
A’S FIRST,6A+,40°,2017,Acmoney,"D2,F2,","D5,F8,B10,E13,C16,E16,B6,F11,","B18,",Feet follow hands,FALSE
MAMA’S COWBOY,6A+,40°,2017,Zach Taylor,"G5,E6,","H9,E9,D11,F13,C13,E16,C4,","B18,",Feet follow hands,FALSE
FIREMAN’S LADDER,6A+,40°,2017,Hobbes969,"A5,","C7,C10,C13,A16,","D18,",Feet follow hands,FALSE
RETURN OF THE GOAT,6A+,40°,2017,Bond,"H5,F6,","H10,F12,E13,A15,","B18,",Feet follow hands,FALSE
EARLY MORNING,6A+,40°,2017,Jeff Rolka,"F5,","D9,F10,D12,G14,D15,","F18,",Feet follow hands,FALSE
SEAMUS PROJ,6A+,40°,2017,Peterh,"H5,","F8,H10,D10,G13,E16,","F18,",Feet follow hands,FALSE
COCO CLIMBS,6A+,40°,2017,Simon,"H5,F5,","I7,H10,F12,G13,E13,C16,E16,I8,J4,J2,F8,","E18,",Feet follow hands,FALSE
4-4-4#4,6A+,40°,2017,The real reuben,"H5,","F8,G10,F12,C13,C16,","A18,",Feet follow hands,FALSE
4-4-4#3,6A+,40°,2017,The real reuben,"H5,E4,","F8,C4,D10,F12,B13,D15,","B18,",Feet follow hands + screw ons,FALSE
4-4-4#2,6A+,40°,2017,The real reuben,"H5,K4,","I7,H10,G14,J16,J11,","H18,",Feet follow hands + screw ons,FALSE
4-4-4#1,6A+,40°,2017,The real reuben,"F5,","D9,G10,F12,C13,D15,A16,","B18,",Feet follow hands,FALSE
YEAH DUDE YEAH,6A+,40°,2017,turtle man,"H5,B3,","D9,G13,G10,E16,","H18,",Feet follow hands + screw ons,FALSE
CLIMB THE WIGHT SIDE,6A+,40°,2017,cms0012,"F4,","I8,H10,K13,I16,K17,","H18,",Feet follow hands,FALSE
PA CALENTAR,6A+,40°,2017,Gabriel Moch,"A5,","D9,C7,I10,K5,H11,J16,","H18,",Feet follow hands,FALSE
TRIER WARM UP,6A+,40°,2017,Philipp Hoffmann,"K4,H5,","I7,F8,J11,E13,J16,","H18,",Feet follow hands,FALSE
SIMPLIFIED MOONBOARDNESE,6A+,40°,2017,fa_ultier,"F5,H5,","I8,F8,J2,J11,E13,G13,J16,","J18,",Feet follow hands,FALSE
ANNIVERSARY V3.2,6A+,40°,2017,Emil Wong,"A5,","B8,E7,G4,G10,G13,E16,","D18,",Feet follow hands,FALSE
ANNIVERSARY V3.1,6A+,40°,2017,Emil Wong,"B3,A4,","E7,D10,A14,E13,","B18,",Feet follow hands,FALSE
THE ZINGER,6A+,40°,2017,StretchasaurusRex,"D5,H5,","B10,E11,G8,C14,","E18,D18,",Feet follow hands,FALSE
GRACE,6A+,40°,2017,Grasshopper,"G6,J4,","G14,H9,E11,F12,I16,","H18,",Feet follow hands,FALSE
OG\u0027S PROBLEM,6A+,40°,2017,Nothing,"E5,","I7,D10,E13,C16,","F18,",Feet follow hands,FALSE
TAKEITEASY,6A+,40°,2017,Basti,"F5,H5,","D9,G13,C16,","E18,F18,",Feet follow hands,FALSE
THE JUGGERNAUT,6A+,40°,2017,Kurisu,"H5,K4,","I7,H10,J11,E13,G13,C16,","B18,",Feet follow hands,FALSE
EASY AS 123 ABC,6A+,40°,2017,Kurisu,"H5,K4,","H10,J11,E13,G13,C16,","B18,",Feet follow hands,FALSE
BLACKBERT,6A+,40°,2017,Bert,"D5,G4,","F7,G10,F12,G13,D15,","F18,",Feet follow hands + screw ons,FALSE
WALK BEFORE RUN,6A+,40°,2017,HoSeok Lee,"F4,","E8,H10,C13,D15,D16,","H18,",Feet follow hands,FALSE
BEER RUN,6A+,40°,2017,kumamonster,"A5,B4,","B8,C10,B13,E14,A16,A11,","D18,",Feet follow hands,FALSE
CAM1,6A+,40°,2017,Cam,"J4,G6,","H8,D10,G13,D15,","F18,",Feet follow hands,FALSE
COCO’S WAY,6A+,40°,2017,Simon,"H5,","F5,F8,F12,E13,G13,H10,D15,C16,B13,I7,K1,J4,","B18,",Feet follow hands,FALSE
TO THE LEFT.IAN,6A+,40°,2017,Ian,"F5,","I8,D9,F12,C13,C16,","A18,",Feet follow hands,FALSE
IAN124,6A+,40°,2017,Ian,"F4,","I8,D9,F12,C13,C16,","A18,",Feet follow hands,FALSE
"UNMÖGLICH, DIE ERSTE",6A+,40°,2017,JToe,"F5,H5,","I7,H10,F12,E13,D15,C16,E16,F8,K1,G3,","D18,B18,",Feet follow hands,FALSE
TSUJIMON,6A+,40°,2017,tsujimon,"D5,I5,","D9,G13,D15,","D18,",Feet follow hands,FALSE
RUNUP,6A+,40°,2017,FelixK,"H5,F4,","F7,I8,H10,J11,F12,G13,D15,E17,","B18,",Feet follow hands,FALSE
A5,6A+,25°,2017,showcaser,"G2,D4,","F6,B8,G7,E12,D13,A14,D17,","C18,",Feet follow hands,FALSE
A4,6A+,25°,2017,showcaser,"A3,C3,","D5,E9,E10,K5,I10,H12,K13,I16,E5,H2,","F18,",Feet follow hands,FALSE
UP,6A+,40°,2017,wahine100,"I2,G4,","F5,H5,I7,H8,H10,F12,G14,G13,G16,","F18,",Feet follow hands,FALSE
KATZENLOCH,6A+,40°,2017,batiii,"H5,E4,","I7,F9,F12,D15,","A18,",Feet follow hands,FALSE
WANWA,6A+,40°,2017,Tom Wright,"E4,H5,","F8,H10,E13,E16,C16,","B18,",Feet follow hands,FALSE
GOOD HOLDS,6A+,40°,2017,tream,"F5,H5,","I8,H10,G13,A9,C13,C16,","B18,",Feet follow hands,FALSE
FOR YOU #7,6A+,40°,2017,Terry Chan,"F5,","I8,H10,G13,K15,","H18,",Feet follow hands,FALSE
MAX MOVES CIRCUIT,6A+,40°,2017,Lacy Taylor,"H5,F5,","E7,I7,F9,J9,H10,J11,F12,G13,F15,C14,E16,","D18,",Feet follow hands,FALSE
FOR YOU #1,6A+,40°,2017,Terry Chan,"F5,","F8,H10,G13,D15,F15,","F18,",Feet follow hands,FALSE
HYUL 003,6A+,40°,2017,ki won Nam,"F5,","C14,I8,K4,H10,G13,E8,","D18,",Feet follow hands,FALSE
CRAZYTAZY,6A+,40°,2017,Hcumberdale,"E3,C4,","J16,G13,G14,H10,C13,C10,B8,","F18,",Feet follow hands,FALSE
FLUFFERS,6A+,40°,2017,Nomad bouldering gym,"H5,E4,","J16,G16,G13,F8,I8,H10,I13,H14,J2,","H18,",Feet follow hands,FALSE
SARAHS PROB,6A+,40°,2017,Nomad bouldering gym,"F5,D5,","D9,E2,E13,F8,G4,G10,D10,E16,C16,F12,","F18,",Feet follow hands + screw ons,FALSE
